,,,,family,,,Uniprot,
PF00781,Diacylglycerol kinase catalytic domain,pfam,family,IPR001206,-,-,Q9NRA0,654
PF04300,F-box associated region,pfam,family,IPR007397,-,-,Q9NRD1,293
PF01370,NAD dependent epimerase/dehydratase family,pfam,family,IPR001509,-,-,Q9NRG7,293
PF08338,Domain of unknown function (DUF1731),pfam,family,IPR013549,-,-,Q9NRG7,293
PF00664,ABC transporter transmembrane region,pfam,family,IPR011527,-,-,Q9NRK6,738
PF08232,Striatin family,pfam,family,IPR013258,-,-,Q9NRL3,753
PF08583,Cytochrome c oxidase biogenesis protein Cmc1 like,pfam,family,IPR013892,-,-,Q9NRP2,79
PF04832,SOUL heme-binding protein,pfam,family,IPR006917,-,-,Q9NRV9,189
PF00995,Sec1 family,pfam,family,IPR001619,-,-,Q9NRW7,570
PF01196,Ribosomal protein L17,pfam,family,IPR000456,-,-,Q9NRX2,175
PF05005,Janus/Ocnus family (Ocnus),pfam,family,IPR007702,-,-,Q9NRX4,125
PF03348,Serine incorporator (Serinc),pfam,family,IPR005016,-,-,Q9NRX5,453
PF05334,Protein of unknown function (DUF719),pfam,family,IPR007998,-,-,Q9NRY5,505
PF01553,Acyltransferase,pfam,family,IPR002123,-,-,Q9NRZ5,378
PF16076,Acyltransferase C-terminus,pfam,family,IPR032098,-,-,Q9NRZ5,378
PF01553,Acyltransferase,pfam,family,IPR002123,-,-,Q9NRZ7,376
PF16076,Acyltransferase C-terminus,pfam,family,IPR032098,-,-,Q9NRZ7,376
PF04281,Mitochondrial import receptor subunit Tom22,pfam,family,IPR005683,-,-,Q9NS69,142
PF20721,C19orf12-like protein,pfam,family,IPR033369,-,-,Q9NSK7,152
PF02146,Sir2 family,pfam,family,IPR003000,-,-,Q9NTG7,399
PF00122,E1-E2 ATPase,pfam,family,-,-,-,Q9NTI2,1188
PF13246,Cation transport ATPase (P-type),pfam,family,-,-,-,Q9NTI2,1188
PF16209,Phospholipid-translocating ATPase N-terminal,pfam,family,IPR032631,-,-,Q9NTI2,1188
PF16212,Phospholipid-translocating P-type ATPase C-terminal,pfam,family,IPR032630,-,-,Q9NTI2,1188
PF02383,SacI homology domain,pfam,family,IPR002013,-,-,Q9NTJ5,587
PF01926,50S ribosome-binding GTPase,pfam,family,IPR006073,-,-,Q9NTK5,396
PF05347,Complex 1 protein (LYR family),pfam,family,IPR008011,-,-,Q9NU23,88
PF00501,AMP-binding enzyme,pfam,family,IPR000873,-,-,Q9NUB1,689
PF16177,Acetyl-coenzyme A synthetase N-terminus,pfam,family,IPR032387,-,-,Q9NUB1,689
PF05794,T-complex protein 11,pfam,family,IPR008862,-,-,Q9NUJ3,509
PF15135,Uncharacterised protein UPF0515,pfam,family,IPR026795,-,-,Q9NUL5,291
PF21002,Transmembrane protein 106 N-terminal region,pfam,family,IPR048511,-,-,Q9NUM4,274
PF01553,Acyltransferase,pfam,family,IPR002123,-,-,Q9NUQ2,364
PF16076,Acyltransferase C-terminus,pfam,family,IPR032098,-,-,Q9NUQ2,364
PF07139,Spermatogenesis-associated serine-rich protein 2-like,pfam,family,IPR009816,-,-,Q9NUQ6,558
PF07910,Peptidase family C78,pfam,family,IPR012462,-,-,Q9NUQ7,469
PF00664,ABC transporter transmembrane region,pfam,family,IPR011527,-,-,Q9NUT2,735
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q9NUY8,699
PF03381,LEM3 (ligand-effect modulator 3) family / CDC50 family,pfam,family,IPR005045,-,-,Q9NV96,361
PF03981,Ubiquinol-cytochrome C chaperone,pfam,family,IPR021150,-,-,Q9NVA1,299
PF03630,Fumble,pfam,family,IPR004567,-,-,Q9NVE7,773
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q9NVG8,400
PF05769,SIKE family,pfam,family,IPR008555,-,-,Q9NVK5,253
PF06905,Fas apoptotic inhibitory molecule (FAIM1),pfam,family,IPR010695,-,-,Q9NVQ4,179
PF03828,Cid1 family poly A polymerase,pfam,family,IPR002058,-,-,Q9NVV4,582
PF04547,Calcium-activated chloride channel,pfam,family,IPR049452,-,-,Q9NW15,660
PF15347,Phosphoprotein associated with glycosphingolipid-enriched,pfam,family,IPR032748,-,-,Q9NWQ8,432
PF05907,"CXXC motif containing zinc binding protein, eukaryotic",pfam,family,IPR008584,-,-,Q9NWV4,160
PF10228,Histone PARylation factor 1,pfam,family,IPR019361,-,-,Q9NWY4,346
PF10183,ESSS subunit of NADH:ubiquinone oxidoreductase (complex I),pfam,family,IPR019329,-,-,Q9NX14,153
PF07051,Ovarian carcinoma immunoreactive antigen (OCIA),pfam,family,IPR009764,-,-,Q9NX40,245
PF03747,ADP-ribosylglycohydrolase,pfam,family,IPR005502,-,-,Q9NX46,363
PF00459,Inositol monophosphatase family,pfam,family,IPR000760,-,-,Q9NX62,359
PF05300,MICOS complex subunit MIC19/MIC25,pfam,family,IPR007964,-,-,Q9NX63,227
PF02146,Sir2 family,pfam,family,IPR003000,-,-,Q9NXA8,310
PF01408,"Oxidoreductase family, NAD-binding Rossmann fold",pfam,family,IPR000683,-,-,Q9NXC2,390
PF17034,Zinc-ribbon like family,pfam,family,IPR031488,-,-,Q9NXC5,875
PF12578,Myotubularin-associated protein,pfam,family,IPR022587,-,-,Q9NXD2,777
PF14724,Mitochondrial-associated sphingomyelin phosphodiesterase,pfam,family,IPR024129,-,-,Q9NXE4,866
PF12333,Rix1 complex component involved in 60S ribosome maturation,pfam,family,IPR024679,-,-,Q9NXF1,929
PF00642,Zinc finger C-x8-C-x5-C-x3-H type (and similar),pfam,family,IPR000571,-,-,Q9NXH9,659
PF02005,"N2,N2-dimethylguanosine tRNA methyltransferase",pfam,family,IPR002905,-,-,Q9NXH9,659
PF04880,"NUDE protein, C-terminal conserved region",pfam,family,IPR006964,-,-,Q9NXR1,335
PF06113,Brain and reproductive organ-expressed protein (BRE),pfam,family,IPR010358,-,-,Q9NXR7,383
PF11952,"XRN-Two Binding Domain, XTBD",pfam,family,IPR021859,-,-,Q9NXV6,580
PF09320,Domain of unknown function (DUF1977),pfam,family,IPR015399,-,-,Q9NXW2,375
PF09184,PPP4R2,pfam,family,IPR015267,-,-,Q9NY27,417
PF03571,Peptidase family M49,pfam,family,IPR039461,-,-,Q9NY33,737
PF13903,PMP-22/EMP/MP20/Claudin tight junction,pfam,family,IPR004031,-,-,Q9NY35,253
PF08399,VWA N-terminal,pfam,family,IPR013608,-,-,Q9NY47,1150
PF08473,Neuronal voltage-dependent calcium channel alpha 2acd,pfam,family,IPR013680,-,-,Q9NY47,1150
PF11626,TRF2-interacting telomeric protein/Rap1 - C terminal domain,pfam,family,IPR021661,-,-,Q9NYB0,399
PF16589,"BRCT domain, a BRCA1 C-terminus domain",pfam,family,IPR001357,-,-,Q9NYB0,399
PF07815,Abl-interactor HHR,pfam,family,IPR012849,-,-,Q9NYB9,513
PF15440,THRAP3/BCLAF1 family,pfam,family,IPR029199,-,-,Q9NYF8,920
PF03250,Tropomodulin,pfam,family,IPR004934,-,-,Q9NYL9,352
PF02544,3-oxo-5-alpha-steroid 4-dehydrogenase,pfam,family,IPR001104,-,-,Q9NZ01,308
PF00022,Actin,pfam,family,IPR004000,-,-,Q9NZ32,417
PF09753,Membrane fusion protein Use1,pfam,family,IPR019150,-,-,Q9NZ43,259
PF18308,N-terminal extension of GAT domain,pfam,family,IPR041198,-,-,Q9NZ52,723
PF06365,CD34/Podocalyxin family,pfam,family,IPR013836,-,-,Q9NZ53,605
PF02181,Formin Homology 2 Domain,pfam,family,IPR015425,-,-,Q9NZ56,1722
PF00836,Stathmin family,pfam,family,IPR000956,-,-,Q9NZ72,180
PF01967,MoaC family,pfam,family,IPR002820,-,-,Q9NZB8,636
PF03009,Glycerophosphoryl diester phosphodiesterase family,pfam,family,IPR030395,-,-,Q9NZC3,331
PF04923,Ninjurin,pfam,family,IPR007007,-,-,Q9NZG7,142
PF04516,CP2 transcription factor,pfam,family,IPR007604,-,-,Q9NZI7,540
PF16165,Ferlin C-terminus,pfam,family,IPR032362,-,-,Q9NZM1,2061
PF12763,Cytoskeletal-regulatory complex EF hand,pfam,family,IPR000261,-,-,Q9NZM3,1697
PF01582,TIR domain,pfam,family,IPR000157,-,-,Q9NZN1,696
PF12763,Cytoskeletal-regulatory complex EF hand,pfam,family,IPR000261,-,-,Q9NZN3,535
PF16880,N-terminal EH-domain containing protein,pfam,family,IPR031692,-,-,Q9NZN3,535
PF12763,Cytoskeletal-regulatory complex EF hand,pfam,family,IPR000261,-,-,Q9NZN4,543
PF16880,N-terminal EH-domain containing protein,pfam,family,IPR031692,-,-,Q9NZN4,543
PF03250,Tropomodulin,pfam,family,IPR004934,-,-,Q9NZR1,351
PF04664,Opioid growth factor receptor (OGFr) conserved region,pfam,family,IPR006757,-,-,Q9NZT2,677
PF00520,Ion transport protein,pfam,family,IPR005821,-,-,Q9NZV8,630
PF11879,Domain of unknown function (DUF3399),pfam,family,IPR024587,-,-,Q9NZV8,630
PF03357,Snf7,pfam,family,IPR005024,-,-,Q9NZZ3,219
PF04889,Cwf15/Cwc15 cell cycle control protein,pfam,family,IPR006973,-,-,Q9P013,229
PF00828,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A",pfam,family,IPR021131,-,-,Q9P015,296
PF06784,Uncharacterised protein family (UPF0240),pfam,family,IPR009622,-,-,Q9P032,175
PF04387,"Protein tyrosine phosphatase-like protein, PTPLA",pfam,family,IPR007482,-,-,Q9P035,362
PF01956,Integral membrane protein EMC3/TMCO1-like,pfam,family,IPR002809,-,-,Q9P0I2,261
PF06212,GRIM-19 protein,pfam,family,IPR009346,-,-,Q9P0J0,144
PF00481,Protein phosphatase 2C,pfam,family,IPR001932,-,-,Q9P0J1,537
PF01562,Reprolysin family propeptide,pfam,family,IPR002870,-,-,Q9P0K1,906
PF08516,ADAM cysteine-rich,pfam,family,IPR006586,-,-,Q9P0K1,906
PF16211,C-terminus of histone H2A,pfam,family,IPR032454,-,-,Q9P0M6,372
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q9P0N9,293
PF03647,Transmembrane proteins 14C,pfam,family,IPR005349,-,-,Q9P0S9,112
PF03359,Guanylate-kinase-associated protein (GKAP) protein,pfam,family,IPR005026,-,-,Q9P1A6,1054
PF00022,Actin,pfam,family,IPR004000,-,-,Q9P1U1,418
PF17095,Spectrin-binding region of Ca2+-Calmodulin,pfam,family,IPR031372,-,-,Q9P1Y5,1249
PF00501,AMP-binding enzyme,pfam,family,IPR000873,-,-,Q9P265,1576
PF13862,BCCIP,pfam,family,IPR025602,-,-,Q9P287,314
PF07815,Abl-interactor HHR,pfam,family,IPR012849,-,-,Q9P2A4,366
PF06664,Wnt-binding factor required for Wnt secretion,pfam,family,IPR047843,-,-,Q9P2C4,475
PF16492,Cadherin cytoplasmic C-terminal,pfam,family,IPR032455,-,-,Q9P2E7,1040
PF05104,Ribosome receptor lysine/proline rich region,pfam,family,IPR007794,-,-,Q9P2E9,1410
PF00443,Ubiquitin carboxyl-terminal hydrolase,pfam,family,IPR001394,-,-,Q9P2H5,1018
PF07690,Major Facilitator Superfamily,pfam,family,IPR011701,-,-,Q9P2U7,560
PF07690,Major Facilitator Superfamily,pfam,family,IPR011701,-,-,Q9P2U8,582
PF08285,Dolichol-phosphate mannosyltransferase subunit 3 (DPM3),pfam,family,IPR013174,-,-,Q9P2X0,92
PF01205,Uncharacterized protein family UPF0029,pfam,family,IPR001498,-,-,Q9P2X3,320
PF10186,Vacuolar sorting 38 and autophagy-related subunit 14,pfam,family,IPR018791,-,-,Q9P2Y5,699
PF12763,Cytoskeletal-regulatory complex EF hand,pfam,family,IPR000261,-,-,Q9UBC2,864
PF00454,Phosphatidylinositol 3- and 4-kinase,pfam,family,IPR000403,-,-,Q9UBF8,816
PF06472,ABC transporter transmembrane region 2,pfam,family,IPR011527,-,-,Q9UBJ2,740
PF00622,SPRY domain,pfam,family,IPR003877,-,-,Q9UBL3,628
PF07002,Copine,pfam,family,IPR010734,-,-,Q9UBL6,633
PF01222,Ergosterol biosynthesis ERG4/ERG24 family,pfam,family,IPR001171,-,-,Q9UBM7,475
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q9UBN7,1215
PF04706,Dickkopf N-terminal cysteine-rich region,pfam,family,IPR006796,-,-,Q9UBP4,350
PF10075,CSN8/PSMD8/EIF3K family,pfam,family,IPR033464,-,-,Q9UBQ5,218
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q9UBS5,961
PF05395,Protein phosphatase inhibitor 1/DARPP-32,pfam,family,IPR008466,-,-,Q9UD71,204
PF03435,Saccharopine dehydrogenase NADP binding domain,pfam,family,IPR005097,-,-,Q9UDR5,926
PF05365,"Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like",pfam,family,IPR008027,-,-,Q9UDW1,63
PF07572,Bucentaur or craniofacial development,pfam,family,IPR011421,-,-,Q9UEE9,299
PF05008,Vesicle transport v-SNARE protein N-terminus,pfam,family,IPR007705,-,-,Q9UEU0,232
PF15136,Uncharacterised protein family UPF0449,pfam,family,IPR028227,-,-,Q9UFG5,118
PF02666,Phosphatidylserine decarboxylase,pfam,family,IPR003817,-,-,Q9UG56,409
PF00860,Permease family,pfam,family,IPR006043,-,-,Q9UGH3,650
PF02888,Calmodulin binding domain,pfam,family,IPR004178,-,-,Q9UGI6,731
PF03530,Calcium-activated SK potassium channel,pfam,family,IPR015449,-,-,Q9UGI6,731
PF07885,Ion channel,pfam,family,IPR013099,-,-,Q9UGI6,731
PF00579,tRNA synthetases class I (W and Y),pfam,family,IPR002305,-,-,Q9UGM6,360
PF02889,Sec63 Brl domain,pfam,family,IPR004179,-,-,Q9UGP8,760
PF00642,Zinc finger C-x8-C-x5-C-x3-H type (and similar),pfam,family,IPR000571,-,-,Q9UGR2,977
PF07738,Sad1 / UNC-like C-terminal,pfam,family,IPR012919,-,-,Q9UH99,717
PF16969,RNA-binding signal recognition particle 68,pfam,family,IPR026258,-,-,Q9UHB9,627
PF04968,CHORD,pfam,family,IPR007051,-,-,Q9UHD1,332
PF07259,ProSAAS precursor,pfam,family,IPR010832,-,-,Q9UHG2,260
PF07156,Prenylcysteine lyase,pfam,family,IPR010795,-,-,Q9UHG3,505
PF13520,Amino acid permease,pfam,family,IPR002293,-,-,Q9UHI5,535
PF02515,CoA-transferase family III,pfam,family,IPR003673,-,-,Q9UHK6,382
PF00443,Ubiquitin carboxyl-terminal hydrolase,pfam,family,IPR001394,-,-,Q9UHP3,1055
PF05529,Bap31/Bap29 transmembrane region,pfam,family,IPR040463,-,-,Q9UHQ4,241
PF03522,Solute carrier family 12,pfam,family,IPR018491,-,-,Q9UHW9,1150
PF05071,NADH ubiquinone oxidoreductase subunit NDUFA12,pfam,family,IPR007763,-,-,Q9UI09,145
PF01008,Initiation factor 2 subunit family,pfam,family,IPR000649,-,-,Q9UI10,523
PF03208,PRA1 family protein,pfam,family,IPR004895,-,-,Q9UI14,185
PF01699,Sodium/calcium exchanger protein,pfam,family,IPR004837,-,-,Q9UI40,661
PF01044,Vinculin family,pfam,family,IPR006077,-,-,Q9UI47,895
PF04072,Leucine carboxyl methyltransferase,pfam,family,IPR007213,-,-,Q9UIC8,334
PF04568,"Mitochondrial ATPase inhibitor, IATP",pfam,family,IPR007648,-,-,Q9UII2,106
PF04857,CAF1 family ribonuclease,pfam,family,IPR006941,-,-,Q9UIV1,285
PF01437,Plexin repeat,pfam,family,IPR002165,-,-,Q9UIW2,1896
PF01754,A20-like zinc finger,pfam,family,IPR002653,-,-,Q9UJ41,491
PF02204,Vacuolar sorting protein 9 (VPS9) domain,pfam,family,IPR003123,-,-,Q9UJ41,491
PF01625,Peptide methionine sulfoxide reductase,pfam,family,IPR002569,-,-,Q9UJ68,235
PF01869,BadF/BadG/BcrA/BcrD ATPase family,pfam,family,IPR002731,-,-,Q9UJ70,344
PF01663,Type I phosphodiesterase / nucleotide pyrophosphatase,pfam,family,IPR002591,-,-,Q9UJA9,477
PF04908,"SH3-binding, glutamic acid-rich protein",pfam,family,IPR006993,-,-,Q9UJC5,107
PF00616,GTPase-activator protein for Ras-like GTPase,pfam,family,IPR001936,-,-,Q9UJF2,1139
PF01299,Lysosome-associated membrane glycoprotein (Lamp),pfam,family,IPR048528,-,-,Q9UJQ1,280
PF04845,PurA ssDNA and RNA-binding protein,pfam,family,IPR006628,-,-,Q9UJV8,347
PF05502,Dynactin p62 family,pfam,family,IPR008603,-,-,Q9UJW0,460
PF18308,N-terminal extension of GAT domain,pfam,family,IPR041198,-,-,Q9UJY5,639
PF01145,SPFH domain / Band 7 family,pfam,family,IPR001107,-,-,Q9UJZ1,356
PF16200,C-terminal region of band_7,pfam,family,IPR032435,-,-,Q9UJZ1,356
PF00520,Ion transport protein,pfam,family,IPR005821,-,-,Q9UK17,655
PF11879,Domain of unknown function (DUF3399),pfam,family,IPR024587,-,-,Q9UK17,655
PF04300,F-box associated region,pfam,family,IPR007397,-,-,Q9UK22,296
PF12280,Brain specific membrane anchored protein,pfam,family,IPR022065,-,-,Q9UK28,342
PF03997,VPS28 protein,pfam,family,IPR007143,-,-,Q9UK41,221
PF17054,Microtubule-Associated protein Jupiter,pfam,family,IPR033335,-,-,Q9UK76,154
PF04379,ApaG domain,pfam,family,IPR007474,-,-,Q9UK99,471
PF02121,Phosphatidylinositol transfer protein,pfam,family,IPR001666,-,-,Q9UKF7,332
PF00755,Choline/Carnitine o-acyltransferase,pfam,family,IPR039551,-,-,Q9UKG9,612
PF00533,BRCA1 C Terminus (BRCT) domain,pfam,family,IPR001357,-,-,Q9UKK3,1724
PF00644,Poly(ADP-ribose) polymerase catalytic domain,pfam,family,IPR012317,-,-,Q9UKK3,1724
PF08487,Vault protein inter-alpha-trypsin domain,pfam,family,IPR013694,-,-,Q9UKK3,1724
PF00611,"Fes/CIP4, and EFC/F-BAR homology domain",pfam,family,IPR001060,-,-,Q9UKS6,424
PF00501,AMP-binding enzyme,pfam,family,IPR000873,-,-,Q9UKU0,697
PF02171,Piwi domain,pfam,family,IPR003165,-,-,Q9UKV8,859
PF16488,Argonaute linker 2 domain,pfam,family,IPR032472,-,-,Q9UKV8,859
PF15359,Carnitine deficiency-associated protein 3,pfam,family,IPR026806,-,-,Q9UKY7,258
PF10155,CCR4-NOT transcription complex subunit 11,pfam,family,IPR019312,-,-,Q9UKZ1,510
PF16350,FAD dependent oxidoreductase central domain,pfam,family,IPR032503,-,-,Q9UL12,918
PF02179,BAG domain,pfam,family,IPR003103,-,-,Q9UL15,447
PF02171,Piwi domain,pfam,family,IPR003165,-,-,Q9UL18,857
PF16488,Argonaute linker 2 domain,pfam,family,IPR032472,-,-,Q9UL18,857
PF04628,"Sedlin, N-terminal conserved region",pfam,family,IPR006722,-,-,Q9UL33,140
PF14893,PNMA,pfam,family,IPR048270,-,-,Q9UL42,364
PF14712,Snapin/Pallidin,pfam,family,IPR028119,-,-,Q9UL45,172
PF02251,Proteasome activator pa28 alpha subunit,pfam,family,IPR003185,-,-,Q9UL46,239
PF02252,Proteasome activator pa28 beta subunit,pfam,family,IPR003186,-,-,Q9UL46,239
PF00520,Ion transport protein,pfam,family,IPR005821,-,-,Q9UL51,889
PF08412,Ion transport protein N-terminal,pfam,family,IPR013621,-,-,Q9UL51,889
PF02127,Aminopeptidase I zinc metalloprotease (M18),pfam,family,IPR001948,-,-,Q9ULA0,485
PF01034,Syndecan domain,pfam,family,IPR027789,-,-,Q9ULB1,1477
PF01049,"Cadherin, Y-type LIR-motif",pfam,family,IPR000233,-,-,Q9ULB4,789
PF01472,PUA domain,pfam,family,IPR002478,-,-,Q9ULC4,181
PF00676,Dehydrogenase E1 component,pfam,family,IPR001017,-,-,Q9ULD0,1010
PF16078,2-oxoglutarate dehydrogenase N-terminus,pfam,family,IPR032106,-,-,Q9ULD0,1010
PF16870,2-oxoglutarate dehydrogenase C-terminal,pfam,family,IPR031717,-,-,Q9ULD0,1010
PF02535,ZIP Zinc transporter,pfam,family,IPR003689,-,-,Q9ULF5,831
PF00060,Ligand-gated ion channel,pfam,family,IPR001320,-,-,Q9ULK0,1009
PF01094,Receptor family ligand binding region,pfam,family,IPR001828,-,-,Q9ULK0,1009
PF01437,Plexin repeat,pfam,family,IPR002165,-,-,Q9ULL4,1909
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q9ULP9,559
PF00481,Protein phosphatase 2C,pfam,family,IPR001932,-,-,Q9ULR3,514
PF04988,A-kinase anchoring protein 95 (AKAP95),pfam,family,IPR007071,-,-,Q9ULX6,646
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q9ULZ3,195
PF01956,Integral membrane protein EMC3/TMCO1-like,pfam,family,IPR002809,-,-,Q9UM00,239
PF00811,Ependymin,pfam,family,IPR001299,-,-,Q9UM22,224
PF01106,NifU-like domain,pfam,family,IPR001075,-,-,Q9UMS0,254
PF15974,"Cadherin C-terminal cytoplasmic tail, catenin-binding region",pfam,family,IPR031904,-,-,Q9UN70,934
PF16492,Cadherin cytoplasmic C-terminal,pfam,family,IPR032455,-,-,Q9UN70,934
PF00611,"Fes/CIP4, and EFC/F-BAR homology domain",pfam,family,IPR001060,-,-,Q9UNF0,486
PF05739,SNARE domain,pfam,family,IPR000727,-,-,Q9UNK0,236
PF07074,"Translocon-associated protein, gamma subunit (TRAP-gamma)",pfam,family,IPR009779,-,-,Q9UNL2,185
PF01061,ABC-2 type transporter,pfam,family,IPR013525,-,-,Q9UNQ0,655
PF19055,ABC-2 type transporter,pfam,family,IPR043926,-,-,Q9UNQ0,655
PF00328,Histidine phosphatase superfamily (branch 2),pfam,family,IPR000560,-,-,Q9UNW1,487
PF04499,SIT4 phosphatase-associated protein,pfam,family,IPR007587,-,-,Q9UPN7,881
PF15949,Domain of unknown function (DUF4757),pfam,family,IPR031865,-,-,Q9UPQ0,1083
PF00387,"Phosphatidylinositol-specific phospholipase C, Y domain",pfam,family,IPR001711,-,-,Q9UPR0,1127
PF00388,"Phosphatidylinositol-specific phospholipase C, X domain",pfam,family,IPR000909,-,-,Q9UPR0,1127
PF01699,Sodium/calcium exchanger protein,pfam,family,IPR004837,-,-,Q9UPR5,921
PF16494,C-terminal extension of sodium/calcium exchanger domain,pfam,family,IPR032452,-,-,Q9UPR5,921
PF09744,JNK_SAPK-associated protein-1,pfam,family,IPR019143,-,-,Q9UPT6,1336
PF00642,Zinc finger C-x8-C-x5-C-x3-H type (and similar),pfam,family,IPR000571,-,-,Q9UPT8,1303
PF00443,Ubiquitin carboxyl-terminal hydrolase,pfam,family,IPR001394,-,-,Q9UPT9,525
PF13520,Amino acid permease,pfam,family,IPR002293,-,-,Q9UPY5,501
PF02205,WH2 motif,pfam,family,IPR003124,-,-,Q9UPY6,502
PF03271,EB1-like C-terminal motif,pfam,family,IPR004953,-,-,Q9UPY8,281
PF01031,Dynamin central region,pfam,family,IPR000375,-,-,Q9UQ16,869
PF02212,Dynamin GTPase effector domain,pfam,family,IPR003130,-,-,Q9UQ16,869
PF02318,FYVE-type zinc finger,pfam,family,IPR041282,-,-,Q9UQ26,1411
PF06480,FtsH Extracellular,pfam,family,IPR011546,-,-,Q9UQ90,795
PF08397,IRSp53/MIM homology domain,pfam,family,IPR013606,-,-,Q9UQB8,552
PF16891,Serine-threonine protein phosphatase N-terminal domain,pfam,family,IPR031675,-,-,Q9UQB8,552
PF00520,Ion transport protein,pfam,family,IPR005821,-,-,Q9UQD0,1980
PF06512,Sodium ion transport-associated,pfam,family,IPR010526,-,-,Q9UQD0,1980
PF11933,Cytoplasmic domain of voltage-gated Na+ ion channel,pfam,family,IPR024583,-,-,Q9UQD0,1980
PF12203,Glutamine rich N terminal domain of histone deacetylase 4,pfam,family,IPR024643,-,-,Q9UQL6,1122
PF03357,Snf7,pfam,family,IPR005024,-,-,Q9UQN3,213
PF10036,"RNA transcription, translation and transport factor protein",pfam,family,IPR019265,-,-,Q9Y224,244
PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,-,-,Q9Y243,479
PF01633,Choline/ethanolamine kinase,pfam,family,-,-,-,Q9Y259,395
PF14050,N-terminal conserved domain of Nudc.,pfam,family,IPR025934,-,-,Q9Y266,331
PF01459,Eukaryotic porin,pfam,family,IPR027246,-,-,Q9Y277,283
PF00474,Sodium:solute symporter family,pfam,family,IPR001734,-,-,Q9Y289,635
PF01926,50S ribosome-binding GTPase,pfam,family,IPR006073,-,-,Q9Y295,367
PF16897,C-terminal region of MMR_HSR1 domain,pfam,family,IPR031662,-,-,Q9Y295,367
PF04099,Sybindin-like family,pfam,family,IPR007233,-,-,Q9Y296,219
PF09735,Nck-associated protein 1,pfam,family,IPR019137,-,-,Q9Y2A7,1128
PF11938,TLR4 regulator and MIR-interacting MSAP,pfam,family,IPR021852,-,-,Q9Y2B0,182
PF02204,Vacuolar sorting protein 9 (VPS9) domain,pfam,family,IPR003123,-,-,Q9Y2B5,631
PF02827,cAMP-dependent protein kinase inhibitor,pfam,family,IPR004171,-,-,Q9Y2B9,76
PF03285,Paralemmin,pfam,family,IPR004965,-,-,Q9Y2D5,1103
PF00501,AMP-binding enzyme,pfam,family,IPR000873,-,-,Q9Y2E4,1556
