,,,,domain,,,Uniprot,
PF00271,Helicase conserved C-terminal domain,pfam,domain,IPR001650,-,-,Q9NVP1,670
PF13959,Domain of unknown function (DUF4217),pfam,domain,IPR025313,-,-,Q9NVP1,670
PF01243,Pyridoxamine 5'-phosphate oxidase,pfam,domain,IPR011576,-,-,Q9NVS9,261
PF10590,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region,pfam,domain,IPR019576,-,-,Q9NVS9,261
PF17797,RL domain,pfam,domain,IPR041252,-,-,Q9NVV4,582
PF08154,NLE (NUC135) domain,pfam,domain,IPR012972,-,-,Q9NVX2,485
PF07933,Protein of unknown function (DUF1681),pfam,domain,IPR012466,-,-,Q9NVZ3,263
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q9NW64,420
PF21369,"STL11, N-terminal",pfam,domain,IPR048995,-,-,Q9NW64,420
PF03909,BSD domain,pfam,domain,IPR005607,-,-,Q9NW68,430
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q9NWH9,1034
PF02037,SAP domain,pfam,domain,IPR003034,-,-,Q9NWH9,1034
PF08190,PIH1 N-terminal domain,pfam,domain,IPR012981,-,-,Q9NWS0,290
PF18201,PIH1 CS-like domain,pfam,domain,IPR041442,-,-,Q9NWS0,290
PF02582,"RMND1/Sif2-Sif3/Mrx10, DUF155",pfam,domain,IPR003734,-,-,Q9NWS8,449
PF13621,Cupin-like domain,pfam,domain,IPR041667,-,-,Q9NWT6,349
PF00109,"Beta-ketoacyl synthase, N-terminal domain",pfam,domain,IPR014030,-,-,Q9NWU1,459
PF02801,"Beta-ketoacyl synthase, C-terminal domain",pfam,domain,IPR014031,-,-,Q9NWU1,459
PF08513,LisH,pfam,domain,IPR006594,-,-,Q9NWU2,228
PF10607,CTLH/CRA C-terminal to LisH motif domain,pfam,domain,IPR024964,-,-,Q9NWU2,228
PF13238,AAA domain,pfam,domain,-,-,-,Q9NWW6,199
PF07258,COMM domain,pfam,domain,IPR017920,-,-,Q9NX08,183
PF03937,Flavinator of succinate dehydrogenase,pfam,domain,IPR005631,-,-,Q9NX18,166
PF00252,Ribosomal protein L16p/L10e,pfam,domain,IPR047873,-,-,Q9NX20,251
PF12906,RING-variant domain,pfam,domain,IPR011016,-,-,Q9NX47,278
PF19026,HYPK UBA domain,pfam,domain,IPR044034,-,-,Q9NX55,121
PF02894,"Oxidoreductase family, C-terminal alpha/beta domain",pfam,domain,IPR004104,-,-,Q9NXC2,390
PF06602,Myotubularin-like phosphatase domain,pfam,domain,IPR010569,-,-,Q9NXD2,777
PF02926,THUMP domain,pfam,domain,IPR004114,-,-,Q9NXG2,353
PF01470,Pyroglutamyl peptidase,pfam,domain,IPR016125,-,-,Q9NXJ5,209
PF00025,ADP-ribosylation factor family,pfam,domain,IPR006689,-,-,Q9NXU5,204
PF00226,DnaJ domain,pfam,domain,IPR001623,-,-,Q9NXW2,375
PF04410,Gar1/Naf1 RNA binding region,pfam,domain,IPR007504,-,-,Q9NY12,217
PF00092,von Willebrand factor type A domain,pfam,domain,IPR002035,-,-,Q9NY47,1150
PF03372,Endonuclease/Exonuclease/phosphatase family,pfam,domain,IPR005135,-,-,Q9NY59,655
PF00091,"Tubulin/FtsZ family, GTPase domain",pfam,domain,IPR003008,-,-,Q9NY65,449
PF03953,Tubulin C-terminal domain,pfam,domain,IPR018316,-,-,Q9NY65,449
PF07686,Immunoglobulin V-set domain,pfam,domain,IPR013106,-,-,Q9NY72,215
PF08914,Rap1 Myb domain,pfam,domain,IPR015010,-,-,Q9NYB0,399
PF00018,SH3 domain,pfam,domain,IPR001452,-,-,Q9NYB9,513
PF01369,Sec7 domain,pfam,domain,IPR000904,-,-,Q9NYI0,1048
PF15410,Pleckstrin homology domain,pfam,domain,IPR041681,-,-,Q9NYI0,1048
PF00071,Ras family,pfam,domain,IPR001806,-,-,Q9NYS0,192
PF07525,SOCS box,pfam,domain,IPR001496,-,-,Q9NYS7,404
PF06427,UDP-glucose:Glycoprotein Glucosyltransferase,pfam,domain,IPR009448,-,-,Q9NYU2,1555
PF18400,Thioredoxin-like domain,pfam,domain,IPR040693,-,-,Q9NYU2,1555
PF18401,Thioredoxin-like domain,pfam,domain,IPR040694,-,-,Q9NYU2,1555
PF18402,Thioredoxin-like domain,pfam,domain,IPR040692,-,-,Q9NYU2,1555
PF18403,Thioredoxin-like domain,pfam,domain,IPR040525,-,-,Q9NYU2,1555
PF18404,Glucosyltransferase 24,pfam,domain,IPR040497,-,-,Q9NYU2,1555
PF21696,"TECR, ubiquitin-like domain",pfam,domain,IPR049127,-,-,Q9NZ01,308
PF01433,Peptidase family M1 domain,pfam,domain,IPR014782,-,-,Q9NZ08,941
PF11838,ERAP1-like C-terminal domain,pfam,domain,IPR024571,-,-,Q9NZ08,941
PF17900,Peptidase M1 N-terminal domain,pfam,domain,IPR045357,-,-,Q9NZ08,941
PF00627,UBA/TS-N domain,pfam,domain,IPR015940,-,-,Q9NZ09,502
PF21267,"Ubiquitin-associated protein 1, UBA2 domain",pfam,domain,IPR049467,-,-,Q9NZ09,502
PF09360,Iron-binding zinc finger CDGSH type,pfam,domain,IPR018967,-,-,Q9NZ45,108
PF10660,Iron-containing outer mitochondrial membrane protein N-terminus,pfam,domain,IPR019610,-,-,Q9NZ45,108
PF02883,Adaptin C-terminal domain,pfam,domain,IPR008152,-,-,Q9NZ52,723
PF03127,GAT domain,pfam,domain,IPR004152,-,-,Q9NZ52,723
PF00135,Carboxylesterase family,pfam,domain,IPR002018,-,-,Q9NZ94,848
PF04055,Radical SAM superfamily,pfam,domain,IPR007197,-,-,Q9NZB8,636
PF06463,Molybdenum Cofactor Synthesis C,pfam,domain,IPR010505,-,-,Q9NZB8,636
PF13353,4Fe-4S single cluster domain,pfam,domain,-,-,-,Q9NZB8,636
PF08718,Glycolipid transfer protein (GLTP),pfam,domain,IPR014830,-,-,Q9NZD2,209
PF09236,Alpha-haemoglobin stabilising protein,pfam,domain,IPR015317,-,-,Q9NZD4,102
PF00003,7 transmembrane sweet-taste receptor of 3 GCPR,pfam,domain,IPR017978,-,-,Q9NZH0,403
PF18016,SAM domain (Sterile alpha motif),pfam,domain,IPR041418,-,-,Q9NZI7,540
PF13489,Methyltransferase domain,pfam,domain,-,-,-,Q9NZJ6,369
PF00293,NUDIX domain,pfam,domain,IPR000086,-,-,Q9NZJ9,180
PF04321,RmlD substrate binding domain,pfam,domain,IPR029903,-,-,Q9NZL9,334
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9NZM1,2061
PF08150,FerB (NUC096) domain,pfam,domain,IPR012561,-,-,Q9NZM1,2061
PF08151,FerI (NUC094) domain,pfam,domain,IPR012968,-,-,Q9NZM1,2061
PF08165,FerA (NUC095) domain,pfam,domain,IPR012560,-,-,Q9NZM1,2061
PF00018,SH3 domain,pfam,domain,IPR001452,-,-,Q9NZM3,1697
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9NZM3,1697
PF00621,RhoGEF domain,pfam,domain,IPR000219,-,-,Q9NZM3,1697
PF07653,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9NZM3,1697
PF14604,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9NZM3,1697
PF16652,Pleckstrin homology domain,pfam,domain,IPR001849,-,-,Q9NZM3,1697
PF00047,Immunoglobulin domain,pfam,domain,IPR013151,-,-,Q9NZN1,696
PF18452,Immunoglobulin domain,pfam,domain,IPR041416,-,-,Q9NZN1,696
PF00350,Dynamin family,pfam,domain,IPR045063,-,-,Q9NZN3,535
PF18150,Domain of unknown function (DUF5600),pfam,domain,IPR040990,-,-,Q9NZN3,535
PF00350,Dynamin family,pfam,domain,IPR045063,-,-,Q9NZN4,543
PF18150,Domain of unknown function (DUF5600),pfam,domain,IPR040990,-,-,Q9NZN4,543
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q9NZN5,1544
PF00621,RhoGEF domain,pfam,domain,IPR000219,-,-,Q9NZN5,1544
PF09128,Regulator of G protein signalling-like domain,pfam,domain,IPR015212,-,-,Q9NZN5,1544
PF17838,PH domain,pfam,domain,IPR041020,-,-,Q9NZN5,1544
PF04153,NOT2/NOT3/NOT5 C-terminal,pfam,domain,IPR007282,-,-,Q9NZN8,540
PF00018,SH3 domain,pfam,domain,IPR001452,-,-,Q9NZQ3,722
PF09431,"SPIN90/Ldb17, leucine-rich domain",pfam,domain,IPR018556,-,-,Q9NZQ3,722
PF00412,LIM domain,pfam,domain,IPR001781,-,-,Q9NZU5,365
PF06297,PET Domain,pfam,domain,IPR010442,-,-,Q9NZU5,365
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q9NZU7,370
PF02214,BTB/POZ domain,pfam,domain,IPR003131,-,-,Q9NZV8,630
PF11601,"Shal-type voltage-gated potassium channels, N-terminal",pfam,domain,IPR021645,-,-,Q9NZV8,630
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q9NZW5,540
PF00625,Guanylate kinase,pfam,domain,IPR008145,-,-,Q9NZW5,540
PF02828,L27 domain,pfam,domain,IPR014775,-,-,Q9NZW5,540
PF07653,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9NZW5,540
PF07258,COMM domain,pfam,domain,IPR017920,-,-,Q9P000,198
PF20923,"COMMD9, N-terminal domain",pfam,domain,IPR048676,-,-,Q9P000,198
PF01878,EVE domain,pfam,domain,IPR002740,-,-,Q9P016,225
PF00569,"Zinc finger, ZZ type",pfam,domain,IPR000433,-,-,Q9P0J7,381
PF05605,"Drought induced 19 protein (Di19), zinc-binding",pfam,domain,IPR008598,-,-,Q9P0J7,381
PF00200,Disintegrin,pfam,domain,IPR001762,-,-,Q9P0K1,906
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q9P0K1,906
PF01421,Reprolysin (M12B) family zinc metalloprotease,pfam,domain,IPR001590,-,-,Q9P0K1,906
PF07974,EGF-like domain,pfam,domain,IPR013111,-,-,Q9P0K1,906
PF03351,DOMON domain,pfam,domain,IPR005018,-,-,Q9P0K9,293
PF00635,MSP (Major sperm protein) domain,pfam,domain,IPR000535,-,-,Q9P0L0,249
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q9P0L2,795
PF00627,UBA/TS-N domain,pfam,domain,IPR015940,-,-,Q9P0L2,795
PF02149,Kinase associated domain 1,pfam,domain,IPR001772,-,-,Q9P0L2,795
PF10469,AKAP7 2'5' RNA ligase-like domain,pfam,domain,IPR019510,-,-,Q9P0M2,348
PF10470,PKA-RI-RII subunit binding domain of A-kinase anchor protein,pfam,domain,IPR019511,-,-,Q9P0M2,348
PF00125,Core histone H2A/H2B/H3/H4,pfam,domain,IPR007125,-,-,Q9P0M6,372
PF01661,Macro domain,pfam,domain,IPR002589,-,-,Q9P0M6,372
PF05303,GSKIP domain,pfam,domain,IPR007967,-,-,Q9P0R6,139
PF00735,Septin,pfam,domain,IPR030379,-,-,Q9P0V9,454
PF01266,FAD dependent oxidoreductase,pfam,domain,IPR006076,-,-,Q9P0Z9,390
PF00047,Immunoglobulin domain,pfam,domain,IPR013151,-,-,Q9P121,344
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q9P121,344
PF13927,Immunoglobulin domain,pfam,domain,-,-,-,Q9P121,344
PF14705,Costars,pfam,domain,IPR027817,-,-,Q9P1F3,81
PF08683,Microtubule-binding calmodulin-regulated spectrin-associated,pfam,domain,IPR014797,-,-,Q9P1Y5,1249
PF11971,CAMSAP CH domain,pfam,domain,IPR022613,-,-,Q9P1Y5,1249
PF17751,SKICH domain,pfam,domain,IPR041611,-,-,Q9P1Z2,691
PF18112,Autophagy receptor zinc finger-C2H2 domain,pfam,domain,IPR041641,-,-,Q9P1Z2,691
PF00620,RhoGAP domain,pfam,domain,IPR000198,-,-,Q9P227,1491
PF15410,Pleckstrin homology domain,pfam,domain,IPR041681,-,-,Q9P227,1491
PF17820,PDZ domain,pfam,domain,IPR041489,-,-,Q9P227,1491
PF00041,Fibronectin type III domain,pfam,domain,IPR003961,-,-,Q9P232,1028
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q9P232,1028
PF13927,Immunoglobulin domain,pfam,domain,-,-,-,Q9P232,1028
PF00041,Fibronectin type III domain,pfam,domain,IPR003961,-,-,Q9P244,771
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q9P244,771
PF06464,DMAP1-binding Domain,pfam,domain,IPR010506,-,-,Q9P265,1576
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q9P286,719
PF00786,P21-Rho-binding domain,pfam,domain,IPR000095,-,-,Q9P286,719
PF14604,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9P2A4,366
PF07686,Immunoglobulin V-set domain,pfam,domain,IPR013106,-,-,Q9P2B2,879
PF00028,Cadherin domain,pfam,domain,IPR002126,-,-,Q9P2E7,1040
PF08266,Cadherin-like,pfam,domain,IPR013164,-,-,Q9P2E7,1040
PF01485,"IBR domain, a half RING-finger domain",pfam,domain,IPR002867,-,-,Q9P2G1,1089
PF19422,Ariadne domain,pfam,domain,IPR045840,-,-,Q9P2G1,1089
PF21246,"Ubiquitin carboxyl-terminal hydrolase 38-like, N-terminal domain",pfam,domain,IPR049407,-,-,Q9P2H5,1018
PF00133,"tRNA synthetases class I (I, L, M and V)",pfam,domain,IPR002300,-,-,Q9P2J5,1176
PF08264,Anticodon-binding domain of tRNA ligase,pfam,domain,IPR013155,-,-,Q9P2J5,1176
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q9P2K5,600
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9P2P5,1572
PF00397,WW domain,pfam,domain,IPR001202,-,-,Q9P2P5,1572
PF00632,HECT-domain (ubiquitin-transferase),pfam,domain,IPR000569,-,-,Q9P2P5,1572
PF16562,N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2,pfam,domain,IPR032348,-,-,Q9P2P5,1572
PF18436,Helical box domain of E3 ubiquitin-protein ligase HECW1,pfam,domain,IPR040524,-,-,Q9P2P5,1572
PF00373,FERM central domain,pfam,domain,IPR019748,-,-,Q9P2Q2,1039
PF09379,FERM N-terminal domain,pfam,domain,IPR018979,-,-,Q9P2Q2,1039
PF09380,FERM C-terminal PH-like domain,pfam,domain,IPR018980,-,-,Q9P2Q2,1039
PF11819,Cytohesin Ubiquitin Protein Inducing Domain,pfam,domain,IPR021774,-,-,Q9P2Q2,1039
PF00651,BTB/POZ domain,pfam,domain,IPR000210,-,-,Q9P2R3,1169
PF01363,FYVE zinc finger,pfam,domain,IPR000306,-,-,Q9P2R3,1169
PF00549,CoA-ligase,pfam,domain,IPR005811,-,-,Q9P2R7,463
PF08442,ATP-grasp domain,pfam,domain,IPR013650,-,-,Q9P2R7,463
PF02210,Laminin G domain,pfam,domain,IPR001791,-,-,Q9P2S2,1712
PF00478,IMP dehydrogenase / GMP reductase domain,pfam,domain,IPR001093,-,-,Q9P2T1,348
PF00631,GGL domain,pfam,domain,IPR015898,-,-,Q9P2W3,67
PF10496,SNARE-complex protein Syntaxin-18 N-terminus,pfam,domain,IPR019529,-,-,Q9P2W9,335
PF05773,RWD domain,pfam,domain,IPR006575,-,-,Q9P2X3,320
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9P2Y5,699
PF00899,ThiF family,pfam,domain,IPR000594,-,-,Q9UBE0,346
PF08752,Coatomer gamma subunit appendage platform subdomain,pfam,domain,IPR013040,-,-,Q9UBF2,871
PF16381,Coatomer subunit gamma-1 C-terminal appendage platform,pfam,domain,IPR032154,-,-,Q9UBF2,871
PF12678,RING-H2 zinc finger domain,pfam,domain,IPR024766,-,-,Q9UBF6,113
PF07258,COMM domain,pfam,domain,IPR017920,-,-,Q9UBI1,195
PF00631,GGL domain,pfam,domain,IPR015898,-,-,Q9UBI6,72
PF00005,ABC transporter,pfam,domain,IPR003439,-,-,Q9UBJ2,740
PF00071,Ras family,pfam,domain,IPR001806,-,-,Q9UBK7,228
PF01424,R3H domain,pfam,domain,IPR001374,-,-,Q9UBL0,812
PF12752,SUZ domain,pfam,domain,IPR024771,-,-,Q9UBL0,812
PF21198,"Set1/Ash2 histone methyltransferase complex subunit ASH2-like, WH",pfam,domain,-,-,-,Q9UBL3,628
PF21257,"ASH2, PHD zinc finger",pfam,domain,IPR049455,-,-,Q9UBL3,628
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9UBL6,633
PF00850,Histone deacetylase domain,pfam,domain,IPR023801,-,-,Q9UBN7,1215
PF02148,Zn-finger in ubiquitin-hydrolases and other protein,pfam,domain,IPR001607,-,-,Q9UBN7,1215
PF00004,ATPase family associated with various cellular activities (AAA),pfam,domain,IPR003959,-,-,Q9UBP0,616
PF09336,Vps4 C terminal oligomerisation domain,pfam,domain,IPR015415,-,-,Q9UBP0,616
PF17862,AAA+ lid domain,pfam,domain,IPR041569,-,-,Q9UBP0,616
PF12850,Calcineurin-like phosphoesterase superfamily domain,pfam,domain,IPR024654,-,-,Q9UBQ0,182
PF09258,Glycosyl transferase family 64 domain,pfam,domain,IPR015338,-,-,Q9UBQ6,330
PF00389,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",pfam,domain,IPR006139,-,-,Q9UBQ7,328
PF02826,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",pfam,domain,IPR006140,-,-,Q9UBQ7,328
PF00112,Papain family cysteine protease,pfam,domain,IPR000668,-,-,Q9UBR2,303
PF00226,DnaJ domain,pfam,domain,IPR001623,-,-,Q9UBS4,358
PF01556,DnaJ C terminal domain,pfam,domain,IPR002939,-,-,Q9UBS4,358
PF00003,7 transmembrane sweet-taste receptor of 3 GCPR,pfam,domain,IPR017978,-,-,Q9UBS5,961
PF00084,Sushi repeat (SCR repeat),pfam,domain,IPR000436,-,-,Q9UBS5,961
PF01485,"IBR domain, a half RING-finger domain",pfam,domain,IPR002867,-,-,Q9UBS8,474
PF05773,RWD domain,pfam,domain,IPR006575,-,-,Q9UBS8,474
PF00899,ThiF family,pfam,domain,IPR000594,-,-,Q9UBT2,640
PF14732,Ubiquitin/SUMO-activating enzyme ubiquitin-like domain,pfam,domain,IPR028077,-,-,Q9UBT2,640
PF02136,Nuclear transport factor 2 (NTF2) domain,pfam,domain,IPR002075,-,-,Q9UBU9,619
PF03943,TAP C-terminal domain,pfam,domain,IPR005637,-,-,Q9UBU9,619
PF09162,"Tap, RNA-binding",pfam,domain,IPR015245,-,-,Q9UBU9,619
PF00040,Fibronectin type II domain,pfam,domain,IPR000562,-,-,Q9UBV2,794
PF13405,EF-hand domain,pfam,domain,IPR002048,-,-,Q9UBV8,284
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q9UBV8,284
PF01399,PCI domain,pfam,domain,IPR000717,-,-,Q9UBW8,275
PF18392,COP9 signalosome complex subunit 7a helix I domain,pfam,domain,IPR041481,-,-,Q9UBW8,275
PF00112,Papain family cysteine protease,pfam,domain,IPR000668,-,-,Q9UBX1,484
PF08246,Cathepsin propeptide inhibitor domain (I29),pfam,domain,IPR013201,-,-,Q9UBX1,484
PF05222,"Alanine dehydrogenase/PNT, N-terminal domain",pfam,domain,IPR007886,-,-,Q9UDR5,926
PF16653,Saccharopine dehydrogenase C-terminal domain,pfam,domain,IPR032095,-,-,Q9UDR5,926
PF01302,CAP-Gly domain,pfam,domain,IPR000938,-,-,Q9UDT6,1046
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q9UDY2,1190
PF00625,Guanylate kinase,pfam,domain,IPR008145,-,-,Q9UDY2,1190
PF07653,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9UDY2,1190
PF00226,DnaJ domain,pfam,domain,IPR001623,-,-,Q9UDY4,337
PF01556,DnaJ C terminal domain,pfam,domain,IPR002939,-,-,Q9UDY4,337
PF12352,Snare region anchored in the vesicle membrane C-terminus,pfam,domain,-,-,-,Q9UEU0,232
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q9UEW8,545
PF12202,Oxidative-stress-responsive kinase 1 C-terminal domain,pfam,domain,IPR024678,-,-,Q9UEW8,545
PF00596,Class II Aldolase and Adducin N-terminal domain,pfam,domain,IPR001303,-,-,Q9UEY8,706
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q9UF11,243
PF07978,NIPSNAP,pfam,domain,IPR012577,-,-,Q9UFN0,247
PF00005,ABC transporter,pfam,domain,IPR003439,-,-,Q9UG63,623
PF12848,ABC transporter,pfam,domain,IPR032781,-,-,Q9UG63,623
PF00615,Regulator of G protein signaling domain,pfam,domain,IPR016137,-,-,Q9UGC6,210
PF00571,CBS domain,pfam,domain,IPR000644,-,-,Q9UGJ0,569
PF00226,DnaJ domain,pfam,domain,IPR001623,-,-,Q9UGP8,760
PF00084,Sushi repeat (SCR repeat),pfam,domain,IPR000436,-,-,Q9UGT4,822
PF00094,von Willebrand factor type D domain,pfam,domain,IPR001846,-,-,Q9UGT4,822
PF03782,AMOP domain,pfam,domain,IPR005533,-,-,Q9UGT4,822
PF03096,Ndr family,pfam,domain,IPR004142,-,-,Q9UGV2,375
PF00735,Septin,pfam,domain,IPR030379,-,-,Q9UH03,358
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q9UH65,585
PF18580,SUN2 helix-turn-helix domain,pfam,domain,IPR040994,-,-,Q9UH99,717
PF08923,Mitogen-activated protein kinase kinase 1 interacting,pfam,domain,IPR015019,-,-,Q9UHA4,124
PF00754,F5/8 type C domain,pfam,domain,IPR000421,-,-,Q9UHC6,1331
PF02210,Laminin G domain,pfam,domain,IPR001791,-,-,Q9UHC6,1331
PF04969,CS domain,pfam,domain,IPR007052,-,-,Q9UHD1,332
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q9UHD2,729
PF18396,TANK binding kinase 1 ubiquitin-like domain,pfam,domain,IPR041087,-,-,Q9UHD2,729
PF00735,Septin,pfam,domain,IPR030379,-,-,Q9UHD8,586
PF00240,Ubiquitin family,pfam,domain,IPR000626,-,-,Q9UHD9,624
PF00627,UBA/TS-N domain,pfam,domain,IPR015940,-,-,Q9UHD9,624
PF13450,NAD(P)-binding Rossmann-like domain,pfam,domain,-,-,-,Q9UHG3,505
PF05577,Serine carboxypeptidase S28,pfam,domain,IPR008758,-,-,Q9UHL4,492
PF00175,Oxidoreductase NAD-binding domain,pfam,domain,IPR001433,-,-,Q9UHQ9,305
PF00970,Oxidoreductase FAD-binding domain,pfam,domain,IPR008333,-,-,Q9UHQ9,305
PF00324,Amino acid permease,pfam,domain,IPR004841,-,-,Q9UHW9,1150
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q9UHX1,559
PF00085,Thioredoxin,pfam,domain,IPR013766,-,-,Q9UHX1,559
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q9UHY1,535
PF00702,haloacid dehalogenase-like hydrolase,pfam,domain,-,-,-,Q9UHY7,261
PF00568,WH1 domain,pfam,domain,IPR000697,-,-,Q9UI08,416
PF00307,Calponin homology (CH) domain,pfam,domain,IPR001715,-,-,Q9UI15,199
PF03966,Trm112p-like protein,pfam,domain,IPR005651,-,-,Q9UI30,125
PF04960,Glutaminase,pfam,domain,IPR015868,-,-,Q9UI32,602
PF17959,EF-hand domain,pfam,domain,IPR041541,-,-,Q9UI32,602
PF00406,Adenylate kinase,pfam,domain,-,-,-,Q9UIJ7,227
PF05191,"Adenylate kinase, active site lid",pfam,domain,IPR007862,-,-,Q9UIJ7,227
PF07648,Kazal-type serine protease inhibitor domain,pfam,domain,IPR002350,-,-,Q9UIK5,374
PF01433,Peptidase family M1 domain,pfam,domain,IPR014782,-,-,Q9UIQ6,1025
PF11838,ERAP1-like C-terminal domain,pfam,domain,IPR024571,-,-,Q9UIQ6,1025
PF17900,Peptidase M1 N-terminal domain,pfam,domain,IPR045357,-,-,Q9UIQ6,1025
PF01833,IPT/TIG domain,pfam,domain,IPR002909,-,-,Q9UIW2,1896
PF08337,Plexin cytoplasmic RasGAP domain,pfam,domain,IPR013548,-,-,Q9UIW2,1896
PF17960,TIG domain,pfam,domain,IPR041019,-,-,Q9UIW2,1896
PF18020,TIG domain found in plexin,pfam,domain,IPR041362,-,-,Q9UIW2,1896
PF20170,Plexin cytoplasmic RhoGTPase-binding domain,pfam,domain,IPR046800,-,-,Q9UIW2,1896
PF01019,Gamma-glutamyltranspeptidase,pfam,domain,-,-,-,Q9UJ14,662
PF18151,Domain of unknown function (DUF5601),pfam,domain,IPR041545,-,-,Q9UJ41,491
PF19047,HOOK domain,pfam,domain,IPR043936,-,-,Q9UJC3,728
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9UJD0,308
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q9UJF2,1139
PF12004,"Disabled homolog 2-interacting protein, C-terminal domain",pfam,domain,IPR021887,-,-,Q9UJF2,1139
PF00241,Cofilin/tropomyosin-type actin-binding protein,pfam,domain,IPR002108,-,-,Q9UJU6,430
PF14604,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9UJU6,430
PF21371,"Anaphase-promoting complex subunit 5, N-terminal domain",pfam,domain,IPR048968,-,-,Q9UJX4,755
PF12896,"Anaphase-promoting complex, cyclosome, subunit 4",pfam,domain,IPR024790,-,-,Q9UJX5,808
PF00011,Hsp20/alpha crystallin family,pfam,domain,IPR002068,-,-,Q9UJY1,196
PF02883,Adaptin C-terminal domain,pfam,domain,IPR008152,-,-,Q9UJY5,639
PF03127,GAT domain,pfam,domain,IPR004152,-,-,Q9UJY5,639
PF02214,BTB/POZ domain,pfam,domain,IPR003131,-,-,Q9UK17,655
PF11601,"Shal-type voltage-gated potassium channels, N-terminal",pfam,domain,IPR021645,-,-,Q9UK17,655
PF12937,F-box-like,pfam,domain,IPR001810,-,-,Q9UK22,296
PF01423,LSM domain,pfam,domain,IPR001163,-,-,Q9UK45,103
PF09346,SMI1 / KNR4 family (SUKH-1),pfam,domain,IPR018958,-,-,Q9UK99,471
PF12937,F-box-like,pfam,domain,IPR001810,-,-,Q9UK99,471
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q9UKA9,531
PF11835,RRM-like domain,pfam,domain,IPR021790,-,-,Q9UKA9,531
PF13893,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",pfam,domain,-,-,-,Q9UKA9,531
PF12125,D domain of beta-TrCP,pfam,domain,IPR021977,-,-,Q9UKB1,542
PF12937,F-box-like,pfam,domain,IPR001810,-,-,Q9UKB1,542
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q9UKE5,1360
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q9UKG1,709
PF00640,Phosphotyrosine interaction domain (PTB/PID),pfam,domain,IPR006020,-,-,Q9UKG1,709
PF16746,BAR domain of APPL family,pfam,domain,IPR004148,-,-,Q9UKG1,709
PF00092,von Willebrand factor type A domain,pfam,domain,IPR002035,-,-,Q9UKK3,1724
PF02877,"Poly(ADP-ribose) polymerase, regulatory domain",pfam,domain,IPR004102,-,-,Q9UKK3,1724
PF00293,NUDIX domain,pfam,domain,IPR000086,-,-,Q9UKK9,219
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q9UKM9,306
PF14604,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q9UKS6,424
PF01433,Peptidase family M1 domain,pfam,domain,IPR014782,-,-,Q9UKU6,1069
PF11838,ERAP1-like C-terminal domain,pfam,domain,IPR024571,-,-,Q9UKU6,1069
